startphrase,ending1,ending2,labels,valid
The woman has the thirst of A lake,She has intense thirst,She is not thirsty,1,1
Reading that book is like watching paint dry.,That book is dull.,That book is exciting.,0,1
Reading that book is like riding a roller coaster.,That book is dull.,That book is exciting.,1,1
Her outlook is all sunshine and rainbows.,She is optimistic.,She is pessimistic.,0,1
Her outlook is all storm clouds and rain showers.,She is optimistic.,She is pessimistic.,1,1
His sprint was a locomotive.,His sprint was quick.,His sprint was slow.,0,1
His sprint was a toddler's walk.,His sprint was quick.,His sprint was slow.,1,1
His philosophy was as complicated as a children's book,His philosophy was not complicated,His philosophy was complicated,0,1
"His philosophy was as complicated as a 10,000 piece jigsaw puzzle",His philosophy was not complicated,His philosophy was complicated,1,1
The structure was as sound as a house of cards,The structure was not sound,The structure was very sound,0,1
The structure was as sound as Super-Max prison,The structure was not sound,The structure was very sound,1,1
My mother is a cuddling penguin,My mother is warm and nuturing,My mother is cold and distant and mean,0,1
My mother is a feral cat,My mother is warm and nuturing,My mother is cold and distant and mean,1,1
He can sprint like a cheetah on fire,He sprints very fast,He sprints very slowly,0,1
He can sprint like a sloth climbing a tree,He sprints very fast,He sprints very slowly,1,1
Spending all day on YouTube is like throwing away a brand new T-shirt,Spending all day on YouTube is wasteful and pointless,Spending all day on YouTube is a wise investment,0,1
Spending all day on YouTube is like buying Apple stock in 1980,Spending all day on YouTube is wasteful and pointless,Spending all day on YouTube is a wise investment,1,1
These slippers are like a hug from your grandma,These slippers are cozy and warm,These slippers are incredibly painful,0,1
These slippers are like stepping on a LEGO,These slippers are cozy and warm,These slippers are incredibly painful,1,1
The child had the happiness of a jack-o-lantern,The child was very happy.,The child was very sad.,0,1
The child had the happiness of a tombstone,The child was very happy.,The child was very sad.,1,1
The girl's personality was as sweet as a Hershey's Kiss,The girl's personality was sweet.,The girl's personality was sour.,0,1
The girl's personality was as sweet as a grapefruit,The girl's personality was sweet.,The girl's personality was sour.,1,1
The boy's productivity was like that of a beaver,The boy was very productive.,The boy was very unproductive.,0,1
The boy's productivity was like that of a sloth,The boy was very productive.,The boy was very unproductive.,1,1
The sprinter went at the pace of A bullet train,The sprinter was very fast,The sprinter was slow,0,1
The sprinter went at the pace of A kiddy ride train,The sprinter was very fast,The sprinter was slow,1,1
The philosophy student learned to think of himself as A kindergartner,The student realized he was a beginner,The student thought of himself as a master,0,1
The philosophy student learned to think of himself as A sage,The student realized he was a beginner,The student thought of himself as a master,1,1
The model structure he built was as stable as A lego house,The structure was stable,The structure was fragile,0,1
The model structure he built was as stable as A house of cards,The structure was stable,The structure was fragile,1,1
"At parties, she came off like curious but cautious cat",She was reserved at parites,She was loud at parties,0,1
"At parties, she came off like a bowling alley with lipstick",She was reserved at parites,She was loud at parties,1,1
The poetry had emotional weight of a mosquito,The poetry had no emotional substance,The poetry had meaningful emotional substance,0,1
The poetry had emotional weight of a sumo wrestler,The poetry had no emotional substance,The poetry had meaningful emotional substance,1,1
He had the mental capacity of a thimble,He was not intelligent,He was a genius,0,1
He had the mental capacity of an Olympic pool,He was not intelligent,He was a genius,1,1
His role had the significance of a pebble,His role was insignificant,His role was critical,0,1
His role had the significance of a tidal wave,His role was insignificant,His role was critical,1,1
He had the teeth of a wolf,His teeth were sharp,He had no teeth,0,1
He had the teeth of a tortoise,His teeth were sharp,He had no teeth,1,1
The bed was like sleeping on a cloud,The bed was comfortable,The bed was hard,0,1
The bed was like sleeping on a rock,The bed was comfortable,The bed was hard,1,1
The entryway had the width of a needle,The entryway was narrow,The entryway was wide,0,1
The entryway had the width of the gates to the city,The entryway was narrow,The entryway was wide,1,1
The blade had the sharpness of A well-dressed man,The blade was very sharp,The blade was not sharp at all.,0,1
The blade had the sharpness of Silly putty,The blade was very sharp,The blade was not sharp at all.,1,1
The blanket was as soft as A kitten's fur,The blanket was very soft,The blanket was very rough,0,1
The blanket was as soft as A piece of sandpaper,The blanket was very soft,The blanket was very rough,1,1
Her personality was as lively as springtime flowers.,Her personality was full of warmth and life.,Her personality was cold and lifeless.,0,1
Her personality was as lively as a mummy.,Her personality was full of warmth and life.,Her personality was cold and lifeless.,1,1
The professor's lecture was as spirited as a Churchill speech.,"The professor's lecture was engaging, interesting, and motivating.","The professor's lecture was boring, monotone, and uninteresting.",0,1
The professor's lecture was as spirited as a conversation with Eeyore.,"The professor's lecture was engaging, interesting, and motivating.","The professor's lecture was boring, monotone, and uninteresting.",1,1
The daughter's boyfriend showed up to Thanksgiving dressed like an English aristocrat.,The daughter's boyfriend's fashion choice was fancy and well put-together.,The daughter's boyfriend's fashion choice was messy and thrown-together.,0,1
The daughter's boyfriend showed up to Thanksgiving dressed like a hobo.,The daughter's boyfriend's fashion choice was fancy and well put-together.,The daughter's boyfriend's fashion choice was messy and thrown-together.,1,1
This jacket has the warmness level of an iceberg,The jacket won't keep you warm,The jacket is extremely warm and cozy,0,1
"This jacket has the warmness level of a hundred, cuddly bears",The jacket won't keep you warm,The jacket is extremely warm and cozy,1,1
my dog has the calamity of an angry wrestler crushing a whole building,The dog is agressive,The dog is very gentle,0,1
my dog has the calamity of caring for a sick and injured angel,The dog is agressive,The dog is very gentle,1,1
The man's poetry was As the clumsy first steps of a child,The man's poetry was of poor quality,The man's poetry was very touching and well thought of,0,1
The man's poetry was As the precise movements of a ballerina,The man's poetry was of poor quality,The man's poetry was very touching and well thought of,1,1
I eat a truckload of food,I eat a lot,I eat barely anything,0,1
I eat only the air I breathe,I eat a lot,I eat barely anything,1,1
My husband has the mentality of Einstein and a genius combined,My husband is smart,My husband is dumb,0,1
My husband has the mentality of a doorknob,My husband is smart,My husband is dumb,1,1
Her writing skills are extremely snail-paced,She writes slow,She writes really fast,0,1
Her writing skills are the speed of a cheetah,She writes slow,She writes really fast,1,1
Her eyes are A flooded sea,Her eyes are watery,Her eyes are very dry,0,1
Her eyes are A dry desert,Her eyes are watery,Her eyes are very dry,1,1
His skin was A leather couch,His skin was dry and scaly,His skin was soft and smooth,0,1
His skin was A satin robe,His skin was dry and scaly,His skin was soft and smooth,1,1
The hotel was A lottery ticket,The hotel was particularly nice,The hotel was nothing special,0,1
The hotel was An average Joe,The hotel was particularly nice,The hotel was nothing special,1,1
The motor ran as well as a gold metal winning runner being chased by a mob,The motor ran well,The motor barely ran at all,0,1
The motor ran as well as a program from 1995 on a modern PC,The motor ran well,The motor barely ran at all,1,1
He was as restless as a chain smoking detective in a mystery novel about to crack the case,He was very restless,He wasn't restless at all,0,1
He was as restless as a lizard lying on a rock on a warm sunmer day,He was very restless,He wasn't restless at all,1,1
The sky was full with clouds of marshmallows,"The sky was full of soft, white, comforting clouds","The sky was full of dark, ominous clouds of approaching storm",0,1
The sky was full with clouds of steel wool,"The sky was full of soft, white, comforting clouds","The sky was full of dark, ominous clouds of approaching storm",1,1
Lightning is nature's fireworks celebration,Lightning is glorious to watch with its magnificence,Lightning is scary and can destroy within an instant,0,1
Lightning is nature's execution device,Lightning is glorious to watch with its magnificence,Lightning is scary and can destroy within an instant,1,1
The front lawn was a green carpet,The front lawn was well maintained and cared for,The front lawn was abandoned and dying,0,1
The front lawn was a dirtbowl,The front lawn was well maintained and cared for,The front lawn was abandoned and dying,1,1
Our strategy is as simple as nuclear fission,Our strategy is very complicated and difficult,Our strategy is very simple,0,1
Our strategy is as simple as 1st grade math,Our strategy is very complicated and difficult,Our strategy is very simple,1,1
This car speeds like an escaped convict,This car speeds quickly,This car barely speeds at all,0,1
This car speeds like a tranquilized tiger,This car speeds quickly,This car barely speeds at all,1,1
The sun is bright as a gifted 3rd grader,The sun is very bright,The sun is not bright at all,0,1
The sun is bright as a 20-year-old high school student,The sun is very bright,The sun is not bright at all,1,1
Your sharper than A playdoh knife,You are not smart,You are smart,0,1
Your sharper than A knife in the Lewinsky kitchen,You are not smart,You are smart,1,1
The painting is as colorful as A pride parade,The painting is bright,The painting is dull,0,1
The painting is as colorful as Toilet paper,The painting is bright,The painting is dull,1,1
Unforgiveness is a ticking timebomb for the psyche.,Unforgiveness will eventually destroy your mental health.,Don't forgive too easily or you could be hurt again.,0,1
Unforgiveness is a protective safeguard for the psyche.,Unforgiveness will eventually destroy your mental health.,Don't forgive too easily or you could be hurt again.,1,1
The motor has the power of A baby mouse,The motor is weak and lacks power,The motor is very powerful,0,1
The motor has the power of The Grand Coulee Dam,The motor is weak and lacks power,The motor is very powerful,1,1
The sun's heat on this day is like the heat from a flashlight with weak batteries,The sun's heat is weak,The sun's heat is strong and focused,0,1
The sun's heat on this day is like A laser beam focused on our heads,The sun's heat is weak,The sun's heat is strong and focused,1,1
The strategy of the enemy's commander is like that of A drunken random decision generator,The enemy's commander has a poor strategy,The enemy's commander is a great strategist,0,1
The strategy of the enemy's commander is like that of An expert general like George Patton,The enemy's commander has a poor strategy,The enemy's commander is a great strategist,1,1
The blanket is a warm as A grandma at christmas,The blanket is warm,The blanket is not warm,0,1
The blanket is a warm as The garage floor in december,The blanket is warm,The blanket is not warm,1,1
The jacket is as cozy as Hot chocolate,The jacket is comfortable,The jacket is not comfortable,0,1
The jacket is as cozy as A cactus,The jacket is comfortable,The jacket is not comfortable,1,1
The mustard was as sour as a rotten egg,it was gross,it was good,0,1
The mustard was as sour as a fresh grape,it was gross,it was good,1,1
The bullet was as fast as sound,it was quick,it was slow,0,1
The bullet was as fast as a dead snake,it was quick,it was slow,1,1
The car was as old as a house with no A/C,it was really old,it was built recently,0,1
The car was as old as a newborn baby,it was really old,it was built recently,1,1
The ball struck with the force of a feather pillow,The ball struck with no force,The ball struck with great force,0,1
The ball struck with the force of an asteroid,The ball struck with no force,The ball struck with great force,1,1
The dog is as loving as a box cutter,The dog is not loving,The dog is loving,0,1
The dog is as loving as a soft kiss,The dog is not loving,The dog is loving,1,1
The fighters provided all the spectacle of a knitting club,The fight was boring,The fight was exciting,0,1
The fighters provided all the spectacle of a fireworks display,The fight was boring,The fight was exciting,1,1
The ball has the firmness of A rotten cantaloupe,The ball is deflated and squishy,The ball is well-inflated and firm,0,1
The ball has the firmness of A cannon ball,The ball is deflated and squishy,The ball is well-inflated and firm,1,1
The depth of the water on the pool's deep end was like that of A shallow mud puddle,The water on the pool's deep end is shallow,The water on the pool's deep end is very deep,0,1
The depth of the water on the pool's deep end was like that of The dark depths of the Pacific Ocean,The water on the pool's deep end is shallow,The water on the pool's deep end is very deep,1,1
The first corner on the race track had the sharpness of A blunt doorknob,"The first corner is wide and sweeping (i.e., not sharp)",The first corner is very sharp,0,1
The first corner on the race track had the sharpness of A barber's razor,"The first corner is wide and sweeping (i.e., not sharp)",The first corner is very sharp,1,1
Hatred is a sword,Hatred can be used to cut down another person,Hatred of one's insufficiency can be a motivator,0,1
Hatred is a coach,Hatred can be used to cut down another person,Hatred of one's insufficiency can be a motivator,1,1
The YouTube Video was as engaging as watching paint dry,The video was really boring,The video was enthralling,0,1
The YouTube Video was as engaging as the NBA finals,The video was really boring,The video was enthralling,1,1
"The phone number was easy to remember as 1,2,3",The phone number was easy to remember,The phone number was so complex,0,1
The phone number was easy to remember as a 100 number password,The phone number was easy to remember,The phone number was so complex,1,1
The ball was about as round as the sun,the ball was perfectly round,the ball was not round,0,1
The ball was about as round as an ice cream truck,the ball was perfectly round,the ball was not round,1,1
I'm as close to my goal as a hair's width,I'm close to my goal,I'm far from my goal,0,1
I'm as close to my goal as the world's length,I'm close to my goal,I'm far from my goal,1,1
You have the brilliance of Einstein,You're brilliant,You're stupid,0,1
You have the brilliance of an ameoba,You're brilliant,You're stupid,1,1
The book was like metal,The book was hard to get into,The book was easy to understand,0,1
The book was like water flowing,The book was hard to get into,The book was easy to understand,1,1
The pizza tasted as good as cardboard.,The pizza was bad.,The pizza was good.,0,1
The pizza tasted as good as being in Italy.,The pizza was bad.,The pizza was good.,1,1
The bug was as big as Michael Jackson in the 80s,it was huge,it was small,0,1
The bug was as big as a speck of dust,it was huge,it was small,1,1
The piano was as loud as a mother-in-law on Thanksgiving,it was loud,it was soft,0,1
The piano was as loud as a sleeping mosquito.,it was loud,it was soft,1,1
The spaceship was as bright as a fireworks display,it was impressive,it was dim,0,1
The spaceship was as bright as a light that blew out,it was impressive,it was dim,1,1
The world back then looked like A lifeless swamp,The world looked lifeless,The world looked full of life,0,1
The world back then looked like An ever flourishing garden,The world looked lifeless,The world looked full of life,1,1
The sweater was as tight as good friends,it was very tight,it was loose,0,1
The sweater was as tight as a burst baloon,it was very tight,it was loose,1,1
The sun was as bright as an honor student,it was really light,it was dim,0,1
The sun was as bright as a drunk man at the bar,it was really light,it was dim,1,1
the block was as empty as Mr Scrooge's heart,it had no one,it had many people,0,1
the block was as empty as a family of eight's house,it had no one,it had many people,1,1
The man has the intelligence of A carrot stick,The man is dumb,The man is smart,0,1
The man has the intelligence of A state-of-the-art computer,The man is dumb,The man is smart,1,1
The book was as interesting as Watching paint dry,The book was not interesting.,The book was fascinating.,0,1
The book was as interesting as an Oscar-winning film,The book was not interesting.,The book was fascinating.,1,1
The runner was as fast as a sleeping sloth.,The runner was very slow.,The runner was super quick.,0,1
"The runner was as fast as a caffenated bunny,",The runner was very slow.,The runner was super quick.,1,1
She had all the virtue of John Wayne Gacy,She had no virtue,She had much virtue,0,1
She had all the virtue of the Pope,She had no virtue,She had much virtue,1,1
His instincts were as quick as a greyhound's,His instincts were quick,His instincts were not quick,0,1
His instincts were as quick as a sloth,His instincts were quick,His instincts were not quick,1,1
She had all the virtue of the town floozy,She had no virtue,She had lots of virtue,0,1
She had all the virtue of Mother Theresa,She had no virtue,She had lots of virtue,1,1
The dress is made of Silk,The dress is soft,The dress is rough,0,1
The dress is made of Sandpaper,The dress is soft,The dress is rough,1,1
The shoes feel like walking on Pillows,The shoes feel soft and cushy,The shoes are painful and hurt,0,1
The shoes feel like walking on Glass,The shoes feel soft and cushy,The shoes are painful and hurt,1,1
She has the voice of A song bird,She has a nice sounding voice,She has an awful sounding voice,0,1
She has the voice of A chainsaw,She has a nice sounding voice,She has an awful sounding voice,1,1
The woman had the virtue of a saint.,The woman was good.,The woman was evil.,0,1
The woman had the virtue of a villian.,The woman was good.,The woman was evil.,1,1
The movers were as fast as a jet plane.,The movers were fast.,The movers were slow.,0,1
The movers were as fast as a snail.,The movers were fast.,The movers were slow.,1,1
The man's instincts were as sharp as a knife.,The man had good instincts.,The man had poor instincts.,0,1
The man's instincts were as sharp as a cotton ball.,The man had good instincts.,The man had poor instincts.,1,1
She knew it as well as she knew the back of her hand.,She knew it well.,She didn't know it at all.,0,1
She knew it as well as she knew a stranger.,She knew it well.,She didn't know it at all.,1,1
The movie was as funny as a comedian,The movie was very funny.,The movie was not funny.,0,1
The movie was as funny as a lecture,The movie was very funny.,The movie was not funny.,1,1
The king had the virtue of A thief in the night,The king has no virtue,The king has great virtue,0,1
The king had the virtue of An honest and selfless nobleman,The king has no virtue,The king has great virtue,1,1
"Given his amount of possessions, moving to his new house was like Moving all of New York City",Moving him is a major undertaking,Moving him is a trivial matter,0,1
"Given his amount of possessions, moving to his new house was like Moving the contents of an ashtray",Moving him is a major undertaking,Moving him is a trivial matter,1,1
The private eye has the instincts of A blind and deaf housefly,The private eye has dull instincts,The private eye has sharp and multifaceted instincts,0,1
The private eye has the instincts of Sherlock Holmes on Ritalin,The private eye has dull instincts,The private eye has sharp and multifaceted instincts,1,1
The boy's legs were as sturdy as vanilla pudding,The boy's legs were very shaky.,The boy's legs were very sturdy.,0,1
The boy's legs were as sturdy as steel beams,The boy's legs were very shaky.,The boy's legs were very sturdy.,1,1
The argument is as harmless as a pillow fight,The argument is harmless.,The argument is harmful.,0,1
The argument is as harmless as a terrorist attack,The argument is harmless.,The argument is harmful.,1,1
You're as bouncy as a A rabbit,You bounce around a lot,You don't bounce around at all.,0,1
You're as bouncy as a a dumbbell,You bounce around a lot,You don't bounce around at all.,1,1
That's about as healthy as a deep fried oreo,It's very unhealthy,It's very healthy,0,1
That's about as healthy as a bowl of fruit,It's very unhealthy,It's very healthy,1,1
His intelligence is the size of a pea,The person is very intelligent,The person isn't intelligent at all.,0,1
His intelligence is the size of a watermelon,The person is very intelligent,The person isn't intelligent at all.,1,1
He had a target on his back the size of a flea's toe,No one was coming after him,Everyone was coming after him,0,1
He had a target on his back the size of the sun,No one was coming after him,Everyone was coming after him,1,1
Their Christmas had the vibe of a funeral,Their Christmas was somber,Their Christmas was rowdy and fun.,0,1
Their Christmas had the vibe of a frat party,Their Christmas was somber,Their Christmas was rowdy and fun.,1,1
They provided the transparency of chocolate milk,They were not clear,There were open and honest,0,1
They provided the transparency of a glass-bottom boat,They were not clear,There were open and honest,1,1
The girl had a cold heart.,The girl lacked emotion.,The girl didn't want to go through with what was planned.,0,1
The girl had cold feet.,The girl lacked emotion.,The girl didn't want to go through with what was planned.,1,1
Love is fine wine.,Love gets better with age.,Love is filled in the shape of what it is filling.,0,1
Love is fluid in a container.,Love gets better with age.,Love is filled in the shape of what it is filling.,1,1
The target was as big as Yankee Stadium,The target was big,The target was as small,0,1
The target was as big as a teacup,The target was big,The target was as small,1,1
I love Christmas as much as a funeral,I hate Christmas,I love Christmas,0,1
I love Christmas as much as a tropical cruise,I hate Christmas,I love Christmas,1,1
His testimony was as transparent as a closed door,His testimony was not transparent,His testimony was transparent,0,1
His testimony was as transparent as an open door,His testimony was not transparent,His testimony was transparent,1,1
The boy is as cunning as a teddy bear,The boy isn't cunning at all.,The boy is very cunning.,0,1
The boy is as cunning as a snake,The boy isn't cunning at all.,The boy is very cunning.,1,1
The child is as friendly as a parrot,The child is very friendly.,The child isn't friendly at all.,0,1
The child is as friendly as a turtle,The child is very friendly.,The child isn't friendly at all.,1,1
The girl is as popular as a slice of pizza,The girl is very popular.,The girl isn't popular.,0,1
The girl is as popular as a bowl of oatmeal,The girl is very popular.,The girl isn't popular.,1,1
This person has the athleticism of the next Lebron James.,This person is athletic.,This person is not athletic.,0,1
This person has the athleticism of a pot-bellied old man.,This person is athletic.,This person is not athletic.,1,1
This house has the grandeur of a camp tent.,The house is not special.,The house is very nice.,0,1
This house has the grandeur of a French chateau.,The house is not special.,The house is very nice.,1,1
The bed has the comfort of a pallet.,The bed is stiff.,The bed is soft.,0,1
The bed has the comfort of a stack of feathers.,The bed is stiff.,The bed is soft.,1,1
The target was as hard to hit as Mike Tyson in his prime,it was difficult to hit,it was easy to hit,0,1
The target was as hard to hit as a dead housefly,it was difficult to hit,it was easy to hit,1,1
The Christmas was as happy as a bear catching salmon,it was a jovial time,it was a sad time,0,1
The Christmas was as happy as a dog with no food,it was a jovial time,it was a sad time,1,1
The boy was as silent as a dead roach,he was quiet,he was loud,0,1
The boy was as silent as a dog that sees a mailman,he was quiet,he was loud,1,1
The show was as loud as thunder in a storm,it was noisy,it was quiet,0,1
The show was as loud as a sleeping kid,it was noisy,it was quiet,1,1
The party was as special as a tuna fish sandwich.,The party was common.,The party was extravagant.,0,1
The party was as special as a Wagyu steak meal.,The party was common.,The party was extravagant.,1,1
He listens like a radio.,He doesn't listen.,He absorbs everything said.,0,1
He listens like a sponge.,He doesn't listen.,He absorbs everything said.,1,1
I'll be as silent as the grave,I'll be silent,I'll be loud,0,1
I'll be as silent as a Mardi Gras parade,I'll be silent,I'll be loud,1,1
You have all the authority of a president,You have lots of authority,You have no authority,0,1
You have all the authority of a pauper,You have lots of authority,You have no authority,1,1
This new phone's as small as an ant,The phone is small,The phone is big and bulky,0,1
This new phone's as small as a bowling ball,The phone is small,The phone is big and bulky,1,1
The safe was as impenetrable as a blockchain,The safe was invulnerable,The safe was vulnerable,0,1
The safe was as impenetrable as a doll house,The safe was invulnerable,The safe was vulnerable,1,1
Her contract as unyielding as an iron maiden,Her contract was inalterable,Her contract was alterable,0,1
Her contract as unyielding as an indulgent mother,Her contract was inalterable,Her contract was alterable,1,1
She picked the spring flowers like a ravenous buzzard finishing off a deer carsus,She picked the flowers carelessly,She picked the flowers conscientiously,0,1
She picked the spring flowers with the finesse of a Swiss watchmaker,She picked the flowers carelessly,She picked the flowers conscientiously,1,1
Its as hidden as A collection plate at church,It is easy to find,It is hard to find,0,1
Its as hidden as The one last matching sock in the laundry,It is easy to find,It is hard to find,1,1
It lasts as long as Graffiti,It lasts a long time,It doesnt last very long,0,1
It lasts as long as A pair of white tennis shoes,It lasts a long time,It doesnt last very long,1,1
He was as small as a chihuahua,He was small,He was not small,0,1
He was as small as an elephant,He was small,He was not small,1,1
The room was as silent as a library,The room was silent,The room was not silent,0,1
The room was as silent as a DC-9,The room was silent,The room was not silent,1,1
His authority on the matter was Impenetrable as a fortress,His authority is absolute,He has no authority,0,1
His authority on the matter was As stable as tumbleweed,His authority is absolute,He has no authority,1,1
The living room was A tuna can,The living room was cramped,The living room was very spacious,0,1
The living room was A football stadium,The living room was cramped,The living room was very spacious,1,1
The woman's social calendar is as full as a pumpkin patch,The woman's social calendar is full.,The woman's social calendar is empty.,0,1
The woman's social calendar is as full as the Great Plains,The woman's social calendar is full.,The woman's social calendar is empty.,1,1
His thought process was as linear as a pencil,His thought process was very linear.,His thought process wasn't linear at all.,0,1
His thought process was as linear as a voluptuous woman,His thought process was very linear.,His thought process wasn't linear at all.,1,1
The treated waste water was like drinking toilet water,The water is not clean or safe to drink,The water is clean and safe to drink,0,1
The treated waste water was like drinking bottled water,The water is not clean or safe to drink,The water is clean and safe to drink,1,1
The patients skin was like A sheet of sandpaper,The patient's skin is rough,The patient's skin is smooth and silky,0,1
The patients skin was like A smooth patch of silk,The patient's skin is rough,The patient's skin is smooth and silky,1,1
The building's décor was like that of A building that was bombed in World War II,The building's décor is terrible,The building's décor is opulent and luxurious,0,1
The building's décor was like that of A palace fit for a king,The building's décor is terrible,The building's décor is opulent and luxurious,1,1
The building is as tall as a mountain,The building is tall,The building is short,0,1
The building is as tall as a speed bump,The building is tall,The building is short,1,1
My skin is as smooth as butter,My skin is smooth,My skin is coarse and rough,0,1
My skin is as smooth as gravel,My skin is smooth,My skin is coarse and rough,1,1
This guy's as big as a horse,This guy's big,This guy's small,0,1
This guy's as big as a horsefly,This guy's big,This guy's small,1,1
The cereal was as soggy as a man who spent an hour in a hot tub,The cereal was pretty soggy,The cereal was anything but soggy,0,1
The cereal was as soggy as a girl's hair after a straightening,The cereal was pretty soggy,The cereal was anything but soggy,1,1
That building looks as strong as a gorilla,That building looks very strong,That build looks weak and falling apart,0,1
That building looks as strong as a broken bridge,That building looks very strong,That build looks weak and falling apart,1,1
My skin feels like an alligator,My skin feels rough and not good,My skin feels great,0,1
My skin feels like a bright new shiny day,My skin feels rough and not good,My skin feels great,1,1
They waste as much food as a hungry man,They do not waste food at all,They waste lots of food,0,1
They waste as much food as a king's spoiled prince,They do not waste food at all,They waste lots of food,1,1
The boy is a tank train,The boy is very strong.,The boy is very fragile.,0,1
The boy is a butterfly,The boy is very strong.,The boy is very fragile.,1,1
The child is a chihuahua,The child has a ton of energy.,The child is lethargic.,0,1
The child is a potato sack,The child has a ton of energy.,The child is lethargic.,1,1
He was flexible like a pipe cleaner.,He was very flexible.,He wasn't flexible at all.,0,1
He was flexible like a steel rod.,He was very flexible.,He wasn't flexible at all.,1,1
It was sour like a pickle.,It was very sour.,It wasn't sour.,0,1
It was sour like a sugar cube.,It was very sour.,It wasn't sour.,1,1
It flowed like water.,It flowed fast.,It flowed slow.,0,1
It flowed like honey.,It flowed fast.,It flowed slow.,1,1
The makeup matched the woman's skin tone like Ice cream on pie,The makeup was a good match,Makeup matched horribly,0,1
The makeup matched the woman's skin tone like Ice cream on pizza,The makeup was a good match,Makeup matched horribly,1,1
His love to be in contact with other people was like that of A miserly recluse,He does not like to be around other people,He loves to socialize and be with other people,0,1
His love to be in contact with other people was like that of A New York socialite on steroids,He does not like to be around other people,He loves to socialize and be with other people,1,1
The recovery of the forest after the fire was like that of A slow-growing Japanese Maple,The forest is recovering very slowly,The forest is recovering rapidly,0,1
The recovery of the forest after the fire was like that of A mushroom popping up in the night,The forest is recovering very slowly,The forest is recovering rapidly,1,1
The rock band had the loyalty to their fans like that of A traitorous double agent,The band is disloyal to their fans,The band is very loyal to their fans,0,1
The rock band had the loyalty to their fans like that of A dog to its master,The band is disloyal to their fans,The band is very loyal to their fans,1,1
It was curly like a pig's tail.,It was very curly.,It wasn't curly at all.,0,1
It was curly like a piece of straw.,It was very curly.,It wasn't curly at all.,1,1
She was fierce like a tiger.,She was very fierce.,She wasn't fierce at all.,0,1
She was fierce like a mouse.,She was very fierce.,She wasn't fierce at all.,1,1
She had a bit less money than a homeless beggar,She had little money,She had a lot of money,0,1
She had a bit less money than Donald Trump,She had little money,She had a lot of money,1,1
The woman thought her date was as attractive as an ice cream cone,The woman thought her date was very attractive.,The woman thought her date was very unattractive.,0,1
The woman thought her date was as attractive as oatmeal,The woman thought her date was very attractive.,The woman thought her date was very unattractive.,1,1
The child was as loud as a train whistle,The child was very loud.,The child was very quiet.,0,1
The child was as loud as a jellyfish,The child was very loud.,The child was very quiet.,1,1
Nature has no mercy,The natural world is harsh,The natural world is nurturing,0,1
Nature forgives easily,The natural world is harsh,The natural world is nurturing,1,1
They felt the emotion as an electric shock,The emotion felt startling and painful,The emotion felt gentle and pleasant,0,1
They felt the emotion as a warm bath,The emotion felt startling and painful,The emotion felt gentle and pleasant,1,1
My back has the stiffness of a plank of wood.,My back is inflexible.,My back is malleable.,0,1
My back has the stiffness of a cup of Jello.,My back is inflexible.,My back is malleable.,1,1
This donut has the smell of manna from heaven.,This donut smells good.,This donut smells bad.,0,1
This donut has the smell rotten eggs.,This donut smells good.,This donut smells bad.,1,1
This horse has the speed of a Ferrari.,This horse is fast.,This horse is slow.,0,1
This horse has the speed of a golf cart.,This horse is fast.,This horse is slow.,1,1
The story was as A short jog,The story was over quckly,The story lasted for a very long time,0,1
The story was as A marathon,The story was over quckly,The story lasted for a very long time,1,1
His beard was about as soft as Tumbleweed,His beard wasn't soft at all,His beard was very soft,0,1
His beard was about as soft as Feathers,His beard wasn't soft at all,His beard was very soft,1,1
The lizard was as ugly as a fuzzy kitten,it was cute,it was hideous,0,1
The lizard was as ugly as a dead squid,it was cute,it was hideous,1,1
the wallet was as empty as a homeless man's stomach,it had nothing in it,it was full,0,1
the wallet was as empty as a rich man's house,it had nothing in it,it was full,1,1
The frisbee left his hand like a surface-to-air missile,The threw the frisbee with authority,He threw the frisbee feebly,0,1
The frisbee left his hand like a wounded duck,The threw the frisbee with authority,He threw the frisbee feebly,1,1
The diamond ring glistened like an exploding nebula,The diamond ring was bright,The diamond ring was dull,0,1
The diamond ring glistened like Dollar Store flashlight with failing batteries,The diamond ring was bright,The diamond ring was dull,1,1
The paint job was a smooth as glass,The paint job was frictionless,The paint job was coarse,0,1
The paint job was a smooth as sandpaper,The paint job was frictionless,The paint job was coarse,1,1
The haul was as valuable as a flattened penny,The haul was not valuable,The haul was valuable,0,1
The haul was as valuable as the Crown Jewels,The haul was not valuable,The haul was valuable,1,1
The crowd had all the panic of an anesthetized patient,The crowd had no panic,The crowd had much panic,0,1
The crowd had all the panic of an acrobat on speed,The crowd had no panic,The crowd had much panic,1,1
His eyes were as deep as a puddle after the rain,His eyes were not deep,His eyes were deep,0,1
His eyes were as deep as an oil well,His eyes were not deep,His eyes were deep,1,1
The people were as scared as a bird.,The people were very scared.,The people weren't scared at all.,0,1
The people were as scared as a lion.,The people were very scared.,The people weren't scared at all.,1,1
He was as brave as a lion.,He was very brave.,He wasn't brave at all.,0,1
He was as brave as a mouse.,He was very brave.,He wasn't brave at all.,1,1
The woman is as interesting as a tropical fruit salad,The woman is very interesting.,The woman is fairly plain.,0,1
The woman is as interesting as an apple,The woman is very interesting.,The woman is fairly plain.,1,1
The girl's heart is as soft as butter,The girl's heart is very soft.,The girl's heart is very hard.,0,1
The girl's heart is as soft as a boulder,The girl's heart is very soft.,The girl's heart is very hard.,1,1
